Gene	Length		a1	a2	a3	a4	a5	a6	a7	ab8	b1	b2	b3	b4	b6
mthl14	2814		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DIP2	7725		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
wac	921		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tudor-SN	5337		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Tudor-SN-a	310		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Psi18S-996	150		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRpL17	1153		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34263	313		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miple1	3037		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006617
miple2	3818		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32845	1971		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ttm2	1512		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RhoGEF3	27855		NA	0000006618	NA	NA	NA	0000001794	NA	NA	NA	NA	NA	0000001794	NA
fwd	14491		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34264	705		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32344	3487		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Atac3	3007		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptpmeg	27953		NA	NA	NA	NA	NA	NA	NA	NA	0000001795	NA	NA	NA	0000006619
mthl9	2487		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mthl10	10114		NA	NA	NA	NA	NA	NA	NA	NA	0000001795	NA	NA	NA	NA
mth	3579		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006619
CG1231	1242		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cdc5	3532		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roc1b	505		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG1233	4209		NA	NA	NA	0000006620	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13884	773		NA	NA	NA	0000006620	NA	NA	NA	NA	NA	NA	NA	NA	NA
trh	26109		NA	0000006623	0000018142	NA	NA	0000006624	NA	NA	NA	NA	0000006621;0000006625	NA	0000006622
CR45378	1249		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43969	705		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13891	760		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
klar	106531		0000006634	0000001797	0000006634	0000001796;0000006635;00005384393L	0000006630	0000018143	0000006632	NA	0000001797	NA	0000006629;0000006631	0000001798;0000006633;0000001799	NA
snmRNA:438	63		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34267	437		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34268	435		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR46002	593		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45118	346		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45117	458		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34269	659		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17180	1296		NA	NA	NA	00005420243L	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cypl	809		NA	NA	NA	0000018144	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hipk	38039		NA	0000006637	NA	NA	NA	0000006636	NA	0000001801	0000001800	0000006638	NA	0000001800	0000001800
CR46249	713		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45808	523		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ppm1	1473		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kah	6450		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MED14	5993		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13893	4914		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45807	1515		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Reg-2	1404		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44513	441		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR42719	1019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG43337	1621		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43334	15465		NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006639	NA	NA	NA
CR43423	1082		NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006639	NA	NA	NA
ban	80		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gale	2756		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3402	1339		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MED30	1102		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rev1	3608		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17129	2447		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3386	2034		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ebd1	2664		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG3344	2016		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32483	1558		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RabX6	1434		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vti1a	1433		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13894	6061		0000001803	NA	0000001803	NA	NA	NA	NA	0000001803	NA	NA	NA	NA	NA
CR44514	393		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13895	2257		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CkIIalpha-i3	2006		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13896	1030		NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006642	NA	NA	NA
CR45411	314		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43785	427		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hng3	17809		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006644	NA	NA
tRNA:M-i:61D	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
emc	4092		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR32480	97		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR32481	99		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13898	624		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44537	1187		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43883	753		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13900	6665		0000006652	NA	NA	0000006651	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45184	3470		0000006652	NA	NA	0000006651	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-C788b	69		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-C788a	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-G3113b	83		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-G3113a	79		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me5.8S-G74	70		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-A771	74		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Psi18S-110	138		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Psi28S-3308	152		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Psi18S-1086	147		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42553	1422		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42554	1087		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13901	1154		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13887	2070		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13902	1380		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gr61a	2250		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cep290	7154		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13890	1327		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006653	NA	NA
dpr20	4528		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12502	6305		0000000221	0000000221	0000000221	0000000221	0000000221	0000000221	0000000221	0000000221	0000000221	0000000221;0000006654;0000018145	0000000221	0000000221	0000000221
Usp10	23414		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13907	4722		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:CG32479-b	220		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:CG32479-a	225		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34056	1413		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG34057	1392		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR46200	508		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13905	912		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nerfin-1	3207		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Glut1	79714		0000006657;0000000222;0000000223;0000001811	0000000222;0000000223;0000006662;0000006663	0000000222;0000000223;0000001811;0000006661	0000000222;0000000223;0000001810	0000000222;0000000223;0000006664	0000006656;0000000222;0000000223;0000006659	0000000222;0000001808;0000000223	0000000222;0000006658;0000000223;0000006660	0000000222;0000000223	0000000222;0000000223	0000000222;0000000223;0000001809;0000001811	0000000222;0000000223	0000000222;0000000223
CR45809	702		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45810	343		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12038	1720		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
trio	38893		NA	NA	NA	NA	0000001812	NA	0000001813	NA	NA	NA	NA	NA	NA
CR45811	1168		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9205	1601		NA	NA	NA	NA	NA	NA	NA	NA	0000001814	NA	NA	NA	NA
bab1	64720		0000000224;0000001815	0000000224;0000006668	0000000224	0000000224	0000000224	0000000224;0000006666	0000000224	0000000224	0000000224;0000006665	0000000224	0000000224	0000000224;0000006667	0000000224
bab2	36847		0000000225	0000000225	0000000225	0000000225	0000000225	0000006675;0000000225	0000000225	0000000225	0000000225	0000000225	0000000225	0000000225	0000000225
CG13912	884		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trh	2789		NA	NA	0000006679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LysX	563		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aplip1	3022		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mwh	31914		0000012366;0000011603;0000000226	0000012366;0000011603;0000000226	0000000226	0000012366;0000011601;0000000226	0000000226	0000006681;0000000226	0000012365;0000000226	0000011600;0000000226	0000011602;0000012367;0000000226	0000011602;0000012367;0000000226	0000012366;0000011603;0000000226	0000000226	0000000226
CG32335	1165		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9119	1479		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LysB	610		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LysC	241		0000012366	0000012366	NA	0000012366	NA	NA	0000012365	0000011600	NA	NA	0000012366	NA	NA
LysD	479		0000012366	0000012366	NA	0000012366;0000011601	NA	NA	0000012365	0000011600	0000011602	0000011602	0000012366	NA	NA
LysE	579		NA	NA	NA	NA	NA	NA	NA	NA	0000012367	0000012367	NA	NA	NA
LysP	614		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LysS	491		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33965	1133		NA	NA	NA	NA	NA	NA	0000006682	NA	NA	NA	NA	NA	NA
CG33966	1290		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45747	230		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9194	6299		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9192	1186		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klp61F	4342		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32318	850		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Psf1	691		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sac1	2634		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9129	1082		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9134	18049		NA	NA	0000006685;0000006686	NA	NA	NA	NA	0000006683;0000006684	NA	NA	NA	NA	0000001819
CG32333	19743		NA	NA	NA	NA	NA	NA	0000001820	NA	NA	NA	NA	0000006687	NA
Rabex-5	2584		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scf	1717		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rac1	1804		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9149	1773		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2277	2568		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2469	4581		NA	NA	NA	NA	NA	00013109823L	NA	00013109823L	NA	NA	NA	NA	NA
CG9186	1658		NA	NA	NA	NA	NA	00013109823L	NA	00013109823L	NA	NA	NA	NA	NA
CG9153	4634		NA	NA	NA	NA	NA	0000018146	NA	0000018146	NA	NA	NA	NA	NA
Myo61F	11137		NA	NA	NA	NA	NA	NA	NA	0000001821	NA	NA	NA	NA	NA
CG9184	1014		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45166	1344		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ND-ACP	1682		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
msd1	582		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
msd5	839		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2211	2120		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
l(3)02640	4526		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2199	2943		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptp61F	132764		0000006691;0000001825;0000001826;0000006692;0000006694;0000000227;0000006698	0000001827;0000000227	0000001827;0000000227;0000006696	0000011604;0000000227	0000006689;0000001827;0000006693;0000000227;0000011605	0000006690;0000001825;0000001827;0000000227	0000000227	0000001824;0000000227	0000006692;0000001827;0000000227	0000000227;0000018147	0000001822;0000006692;0000001828;0000000227	0000006695;0000000227	0000001823;0000001827;0000000227;0000006697
312	1737		NA	NA	NA	NA	0000006689	0000006690	NA	NA	NA	NA	NA	NA	NA
ru	16809		0000001825;0000001826	NA	NA	0000011604	NA	0000001825	NA	NA	NA	0000018147	NA	NA	NA
tRNA:CR32330	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR32328	71		NA	NA	NA	0000011604	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR32329	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:E4:62Aa	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:E4:62Ab	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:E4:62Ac	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:CR32324	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32320	3026		0000006694	NA	NA	NA	0000006693	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:E4:62Ad	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tRNA:E4:62Ae	71		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9168	2001		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FucTD	1702		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG9173	2272		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SA-2	3536		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44842	2098		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
rho	5133		0000006698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32319	1210		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
stet	14109		0000000228	0000000228	0000000228	0000006699;0000000228	0000000228	0000000228	0000000228	0000000228	0000000228	NA	0000000228	0000000228	0000000228
robl62A	750		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR43701	92		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Psi28S-2622	139		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12084	5692		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45812	620		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
pUf68	5737		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
scaRNA:MeU2-48	124		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Psa	20537		0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229
cue	14045		0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229	0000000229
Iml1	10620		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ir62a	1820		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12091	1906		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7852	7686		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG32313	915		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cct1	7412		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45813	452		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cct2	1822		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12099	3121		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pex10	1635		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7879	8795		NA	NA	NA	NA	NA	NA	0000006701	NA	NA	NA	NA	NA	NA
CG12003	2410		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12004	7149		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006702	NA
CG13917	24146		NA	0000006703	NA	0000001829	NA	NA	NA	NA	0000006705	0000006704	NA	NA	NA
CG12104	1948		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12105	5105		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13926	810		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45814	705		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCB7	4999		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG33230	1983		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GC	6122		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13928	2586		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nSyb	7404		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
metl	1293		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bgb	1241		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alphaCOP	4133		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13919	516		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG17249	1533		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bro	743		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45815	1071		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13920	2557		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7967	1468		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7970	1488		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7971	10817		NA	NA	NA	NA	NA	0000006706	NA	NA	NA	NA	NA	NA	NA
CG7974	1456		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Uhg7	1019		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-A2634c	85		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-A2634b	80		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snoRNA:Me28S-A2634a	72		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RpL23A	1462		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RabX5	1207		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13930	2320		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG7991	40832		NA	NA	0000001832	NA	NA	0000001831	NA	NA	NA	NA	NA	NA	NA
CG12011	1795		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG13931	1451		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
drpr	15512		0000018148	NA	NA	0000018148	0000006708	NA	0000018148	0000018148	0000018148	NA	0000018148	NA	NA
CG18171	2537		0000018148	NA	NA	0000018148	NA	NA	0000018148	0000018148	0000018148	NA	0000018148	NA	NA
CG12035	1257		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oseg4	4774		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG18173	2253		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gk2	7014		0000000230	0000000230	0000000230	0000000230	0000000230	0000000230	0000006709;0000001833	NA	0000000230	0000000230	0000006709;0000001833	0000000230	0000000230
CG13921	5483		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cht2	3606		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG8001	3049		NA	NA	NA	NA	NA	NA	NA	NA	00017580673L	NA	NA	NA	NA
Dhc62B	12586		NA	NA	NA	NA	NA	NA	NA	NA	0000018149	NA	NA	NA	NA
CG13933	3338		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR44351	1503		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12018	1386		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG2021	401		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRpL46	908		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
alpha-Spec	16843		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45834	405		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dlt	5697		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cdc37	1915		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45818	418		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12020	1305		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Patj	3381		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JTBR	848		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG42676	3813		0000001834	NA	NA	NA	0000001834	0000001834	NA	NA	NA	NA	NA	NA	0000001834
CR45686	889		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CR45687	309		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GV1	12315		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpr62Ba	7654		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpr62Bb	2528		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cpr62Bc	1803		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0000006710
CNMa	4676		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12024	1882		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rap1	3124		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HBS1	2359		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CG12025	4061		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
